width_substrate_mm,width_imp_line_mm,length_imp_line_mm,substrate_height_mm,patch_height_mm,width_slot_mm,length_slot_mm,patch_width_mm,substrate_length_mm,patch_length_mm,frequency_GHz,S11_dB
44,3,3,1.6,0.035,2,8,42,40,29.3,2.1889998912811,-0.53163999914731
44,3,3,1.6,0.035,2,8,42,40,29.3,2.1900000572205,-0.53607378778149
44,3,3,1.6,0.035,2,8,42,40,29.3,2.1909999847412,-0.54060389241978
44,3,3,1.6,0.035,2,8,42,40,29.3,2.1919999122620,-0.54523585968465
44,3,3,1.6,0.035,2,8,42,40,29.3,2.1930000782013,-0.54997872892647
44,3,3,1.6,0.035,2,8,42,40,29.3,2.1940000057220,-0.55483932862625
44,3,3,1.6,0.035,2,8,42,40,29.3,2.1949999332428,-0.55982395060645
44,3,3,1.6,0.035,2,8,42,40,29.3,2.1960000991821,-0.56494025467662
44,3,3,1.6,0.035,2,8,42,40,29.3,2.1970000267029,-0.57019658577566
44,3,3,1.6,0.035,2,8,42,40,29.3,2.1979999542236,-0.57559740272709
44,3,3,1.6,0.035,2,8,42,40,29.3,2.1989998817444,-0.58115170200712
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2000000476837,-0.58686572725209
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2009999752045,-0.59274565502446
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2019999027252,-0.59879870367313
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2030000686646,-0.60502981148197
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2039999961853,-0.61144499790588
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2049999237061,-0.61805166550425
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2060000896454,-0.62485393276013
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2070000171661,-0.63185758104835
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2079999446869,-0.63906773373305
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2090001106262,-0.64648896293460
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2100000381470,-0.65412485262304
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2109999656677,-0.66198091638818
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2119998931885,-0.67006115656566
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2130000591278,-0.67836725380240
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2139999866486,-0.68690533242028
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2149999141693,-0.69567522662144
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2160000801086,-0.70468123879436
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2170000076294,-0.71392611435583
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2179999351501,-0.72341057976003
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2190001010895,-0.73313702591610
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2200000286102,-0.74310690717914
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2209999561310,-0.75332055644268
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2219998836517,-0.76378005548255
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2230000495911,-0.77448442666149
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2239999771118,-0.78543525549589
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2249999046326,-0.79663229111333
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2260000705719,-0.80807454110882
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2269999980927,-0.81976143829475
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2279999256134,-0.83169257141750
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2290000915527,-0.84386771571829
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2300000190735,-0.85628451827394
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2309999465942,-0.86894292144206
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2320001125336,-0.88184051192856
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2330000400543,-0.89497693819745
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2339999675751,-0.90835026458128
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2349998950958,-0.92195797853037
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2360000610352,-0.93579892244706
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2369999885559,-0.94987209013179
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2379999160767,-0.96417473442720
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2390000820160,-0.97870696861816
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2400000095367,-0.99346456810174
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2409999370575,-1.0084497002909
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2420001029968,-1.0236585532322
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2430000305176,-1.0390901797316
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2439999580383,-1.0547456631841
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2449998855591,-1.0706226256583
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2460000514984,-1.0867220992650
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2469999790192,-1.1030424896129
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2479999065399,-1.1195871124778
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2490000724792,-1.1363537533694
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2500000000000,-1.1533449043309
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2509999275208,-1.1705634052204
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2520000934601,-1.1880101788867
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2530000209808,-1.2056877940054
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2539999485016,-1.2236015123086
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2550001144409,-1.2417532922845
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2560000419617,-1.2601491801997
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2569999694824,-1.2787926717293
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2579998970032,-1.2976910359284
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2590000629425,-1.3168507806470
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2599999904633,-1.3362795618608
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2609999179840,-1.3559855141010
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2620000839233,-1.3759764848262
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2630000114441,-1.3962651043724
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2639999389648,-1.4168583057298
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2650001049042,-1.4377703711661
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2660000324249,-1.4590128597640
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2669999599457,-1.4806000098817
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2679998874664,-1.5025444028810
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2690000534058,-1.5248627203503
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2699999809265,-1.5475705710745
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2709999084473,-1.5706846904799
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2720000743866,-1.5942239623831
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2730000019073,-1.6182063651771
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2739999294281,-1.6426520695686
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2750000953674,-1.6675831044128
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2760000228882,-1.6930205263954
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2769999504089,-1.7189877134622
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2780001163483,-1.7455087611895
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2790000438690,-1.7726081474308
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2799999713898,-1.8003113467961
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2809998989105,-1.8286471475224
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2820000648499,-1.8576409805726
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2829999923706,-1.8873236601521
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2839999198914,-1.9177238458543
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2850000858307,-1.9488733414529
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2860000133514,-1.9808024993464
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2869999408722,-2.0135456921035
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2880001068115,-2.0471364657372
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2890000343323,-2.0816077024100
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2899999618530,-2.1169965860063
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2909998893738,-2.1533390968832
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2920000553131,-2.1906743890451
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2929999828339,-2.2290381748008
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2939999103546,-2.2684712351322
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2950000762939,-2.3090139890719
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2960000038147,-2.3507076581821
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2969999313354,-2.3935941369069
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2980000972748,-2.4377175211886
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2990000247955,-2.4831213202204
44,3,3,1.6,0.035,2,8,42,40,29.3,2.2999999523163,-2.5298503374964
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3010001182556,-2.5779519349859
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3020000457764,-2.6274726717186
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3029999732971,-2.6784604707353
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3039999008179,-2.7309659715804
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3050000667572,-2.7850381866328
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3059999942780,-2.8407283425613
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3069999217987,-2.8980910095608
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3080000877380,-2.9571791154053
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3090000152588,-3.0180479874309
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3099999427795,-3.0807535491098
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3110001087189,-3.1453537874545
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3120000362396,-3.2119077480320
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3129999637604,-3.2804770037318
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3139998912811,-3.3511229471685
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3150000572205,-3.4239083710959
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3159999847412,-3.4989009547701
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3169999122620,-3.5761663069796
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3180000782013,-3.6557754389492
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3190000057220,-3.7377960373804
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3199999332428,-3.8223048676780
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3210000991821,-3.9093742005595
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3220000267029,-3.9990842847334
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3229999542236,-4.0915138333007
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3239998817444,-4.1867467401216
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3250000476837,-4.2848674349893
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3259999752045,-4.3859653043280
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3269999027252,-4.4901315991539
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3280000686646,-4.5974622630342
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3289999961853,-4.7080556573359
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3299999237061,-4.8220136733646
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3310000896454,-4.9394438289703
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3320000171661,-5.0604569332216
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3329999446869,-5.1851682740669
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3340001106262,-5.3136969692053
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3350000381470,-5.4461711105420
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3359999656677,-5.5827214927768
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3369998931885,-5.7234847755659
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3380000591278,-5.8686048692876
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3389999866486,-6.0182334222218
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3399999141693,-6.1725271499890
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3410000801086,-6.3316523690744
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3420000076294,-6.4957845228753
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3429999351501,-6.6651048292298
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3440001010895,-6.8398078475839
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3450000286102,-7.0200942448493
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3459999561310,-7.2061785874703
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3469998836517,-7.3982859524920
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3480000495911,-7.5966523250851
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3489999771118,-7.8015287581190
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3499999046326,-8.0131775430171
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3510000705719,-8.2318743179241
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3519999980927,-8.4579123770430
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3529999256134,-8.6915962175865
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3540000915527,-8.9332488824067
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3550000190735,-9.1832061606173
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3559999465942,-9.4418185360973
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3570001125336,-9.7094506506032
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3580000400543,-9.9864776436262
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3589999675751,-10.273285978215
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3599998950958,-10.570263963520
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3610000610352,-10.877800084266
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3619999885559,-11.196274043218
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3629999160767,-11.526040324526
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3640000820160,-11.867413081009
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3650000095367,-12.220646690728
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3659999370575,-12.585897226746
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3670001029968,-12.963184045292
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3680000305176,-13.352327587631
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3689999580383,-13.752874229982
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3699998855591,-14.163993250701
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3710000514984,-14.584340972181
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3719999790192,-15.011896190588
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3729999065399,-15.443747751030
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3740000724792,-15.875852790755
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3750000000000,-16.302768481877
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3759999275208,-16.717400546038
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3770000934601,-17.110827506817
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3780000209808,-17.472316051329
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3789999485016,-17.789651205166
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3800001144409,-18.049909475414
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3810000419617,-18.240733142191
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3819999694824,-18.351953870647
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3829998970032,-18.377237901985
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3840000629425,-18.315235658601
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3849999904633,-18.169845016701
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3859999179840,-17.949472778481
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3870000839233,-17.665579130208
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3880000114441,-17.330986211169
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3889999389648,-16.958399469403
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3900001049042,-16.559370414215
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3910000324249,-16.143759577396
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3919999599457,-15.719573800084
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3929998874664,-15.293067111930
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3940000534058,-14.868960532589
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3949999809265,-14.450706534170
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3959999084473,-14.040750830798
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3970000743866,-13.640755951757
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3980000019073,-13.251793713135
44,3,3,1.6,0.035,2,8,42,40,29.3,2.3989999294281,-12.874496489908
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4000000953674,-12.509169924868
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4010000228882,-12.155886471931
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4019999504089,-11.814553147538
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4030001163483,-11.484962463076
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4040000438690,-11.166824901725
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4049999713898,-10.859802701352
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4059998989105,-10.563526873326
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4070000648499,-10.277612489670
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4079999923706,-10.001668593507
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4089999198914,-9.7353071652757
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4100000858307,-9.4781454919789
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4110000133514,-9.2298134843344
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4119999408722,-8.9899514828065
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4130001068115,-8.7582141416110
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4140000343323,-8.5342732998363
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4149999618530,-8.3178122836849
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4159998893738,-8.1085312761047
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4170000553131,-7.9061464985834
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4179999828339,-7.7103836671085
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4189999103546,-7.5209873305523
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4200000762939,-7.3377122669880
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4210000038147,-7.1603262116246
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4219999313354,-6.9886083449413
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4230000972748,-6.8223493252106
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4240000247955,-6.6613489022540
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4249999523163,-6.5054179400081
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4260001182556,-6.3543747835525
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4270000457764,-6.2080503065442
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4279999732971,-6.0662773356680
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4289999008179,-5.9289009402336
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4300000667572,-5.7957713610572
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4309999942780,-5.6667452363279
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4319999217987,-5.5416884847599
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4330000877380,-5.4204665089815
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4340000152588,-5.3029550235180
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4349999427795,-5.1890336488228
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4360001087189,-5.0785856966618
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4370000362396,-4.9715014127560
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4379999637604,-4.8676721782901
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4389998912811,-4.7669939184287
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4400000572205,-4.6693676059146
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4409999847412,-4.5746963346564
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4419999122620,-4.4828884559882
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4430000782013,-4.3938512474806
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4440000057220,-4.3074997511172
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4449999332428,-4.2237477865824
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4460000991821,-4.1425137248613
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4470000267029,-4.0637166452170
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4479999542236,-3.9872800998744
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4489998817444,-3.9131282158687
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4500000476837,-3.8411869818611
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4509999752045,-3.7713871044429
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4519999027252,-3.7036563915098
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4530000686646,-3.6379271609971
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4539999961853,-3.5741349202061
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4549999237061,-3.5122132245107
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4560000896454,-3.4520987994605
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4570000171661,-3.3937320048752
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4579999446869,-3.3370506186033
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4590001106262,-3.2819971936963
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4600000381470,-3.2285132786863
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4609999656677,-3.1765427090463
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4619998931885,-3.1260311194213
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4630000591278,-3.0769240688267
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4639999866486,-3.0291699934384
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4649999141693,-2.9827178431068
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4660000801086,-2.9375167153183
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4670000076294,-2.8935186916064
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4679999351501,-2.8506756388713
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4690001010895,-2.8089425143176
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4700000286102,-2.7682724005850
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4709999561310,-2.7286215964896
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4719998836517,-2.6899489624571
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4730000495911,-2.6522111937247
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4739999771118,-2.6153691780056
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4749999046326,-2.5793827003365
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4760000705719,-2.5442140517631
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4769999980927,-2.5098272740178
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4779999256134,-2.4761865254196
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4790000915527,-2.4432566538011
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4800000190735,-2.4110050404037
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4809999465942,-2.3794011784121
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4820001125336,-2.3484131323273
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4830000400543,-2.3180129217326
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4839999675751,-2.2881709334371
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4849998950958,-2.2588634267437
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4860000610352,-2.2300618234158
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4869999885559,-2.2017434873212
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4879999160767,-2.1738851516451
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4890000820160,-2.1464663178269
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4900000095367,-2.1194655655764
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4909999370575,-2.0928644743700
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4920001029968,-2.0666449423689
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4930000305176,-2.0407902142847
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4939999580383,-2.0152858764104
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4949998855591,-1.9901167733036
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4960000514984,-1.9652705991750
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4969999790192,-1.9407352374596
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4979999065399,-1.9165004701122
44,3,3,1.6,0.035,2,8,42,40,29.3,2.4990000724792,-1.8925561087695
44,3,3,1.6,0.035,2,8,42,40,29.3,2.5000000000000,-1.8688938839097
44,3,3,1.6,0.035,2,8,42,40,29.3,2.5009999275208,-1.8455074867483
44,3,3,1.6,0.035,2,8,42,40,29.3,2.5020000934601,-1.8223875089960
44,3,3,1.6,0.035,2,8,42,40,29.3,2.5030000209808,-1.7995317681584
44,3,3,1.6,0.035,2,8,42,40,29.3,2.5039999485016,-1.7769346142182
44,3,3,1.6,0.035,2,8,42,40,29.3,2.5050001144409,-1.7545917455288
44,3,3,1.6,0.035,2,8,42,40,29.3,2.5060000419617,-1.7325009686920
44,3,3,1.6,0.035,2,8,42,40,29.3,2.5069999694824,-1.7106597819794
44,3,3,1.6,0.035,2,8,42,40,29.3,2.5079998970032,-1.6890675509835
44,3,3,1.6,0.035,2,8,42,40,29.3,2.5090000629425,-1.6677245914494
44,3,3,1.6,0.035,2,8,42,40,29.3,2.5099999904633,-1.6466294561425
44,3,3,1.6,0.035,2,8,42,40,29.3,2.5109999179840,-1.6257827033961
44,3,3,1.6,0.035,2,8,42,40,29.3,2.5120000839233,-1.6051875583275
